mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__batch_size,param_clf__epochs,param_clf__layers,param_clf__optimizer,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
3.9439156532287596,0.022252529127488423,0.21083054542541504,0.011479004268508132,32,20,"[128, 64]",adam,"{'clf__batch_size': 32, 'clf__epochs': 20, 'clf__layers': [128, 64], 'clf__optimizer': 'adam'}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3.4344419956207277,0.11360049342262488,0.2086353302001953,0.008019728381487037,32,20,"[128, 64]",sgd,"{'clf__batch_size': 32, 'clf__epochs': 20, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd'}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.8710073471069336,0.04552750944861126,0.20733332633972168,0.0031561178490401762,64,5,"[64, 32]",adam,"{'clf__batch_size': 64, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'adam'}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.7815953254699707,0.04638599171924578,0.20643229484558107,0.012787852824396082,64,5,"[64, 32]",sgd,"{'clf__batch_size': 64, 'clf__epochs': 5, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd'}",0.20020325203252032,0.19207317073170732,0.21443089430894308,0.14939024390243902,0.34959349593495936,0.22113821138211381,0.0677887426942202,36,0.11659159026806891,0.14785913787040714,0.1573647871267591,0.09644736531158225,0.27041182487055315,0.1577349410894741,0.060403130553534565,36
0.9610846519470215,0.058028625753152374,0.21023101806640626,0.0031279372508327217,64,5,"[128, 64]",adam,"{'clf__batch_size': 64, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'adam'}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
0.8683155059814454,0.0563112377697248,0.21483778953552246,0.007286354157458211,64,5,"[128, 64]",sgd,"{'clf__batch_size': 64, 'clf__epochs': 5, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd'}",0.3485772357723577,0.5711382113821138,0.4136178861788618,0.3282520325203252,0.3790650406504065,0.40813008130081296,0.08645644816959075,34,0.24418127968250689,0.48467116588562476,0.3330583836782779,0.2863737869120173,0.3167851521351627,0.3330139536587179,0.08164537355328651,34
1.3095847129821778,0.04081243895121511,0.22636451721191406,0.047972880827753514,64,10,"[64, 32]",adam,"{'clf__batch_size': 64, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'adam'}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.1448710441589356,0.03826781991394229,0.20462427139282227,0.0030736329296042154,64,10,"[64, 32]",sgd,"{'clf__batch_size': 64, 'clf__epochs': 10, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd'}",0.3282520325203252,0.4573170731707317,0.39634146341463417,0.3617886178861789,0.29065040650406504,0.366869918699187,0.057229073887408353,35,0.24664881552401624,0.35565943358878,0.30436791913557804,0.2812998265920912,0.2513745819218508,0.28787011535246326,0.03985437845692021,35
1.46293044090271,0.05757933631611454,0.2400509834289551,0.04711994974372281,64,10,"[128, 64]",adam,"{'clf__batch_size': 64, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'adam'}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.4480810642242432,0.17510421210506186,0.21078910827636718,0.027524197466225014,64,10,"[128, 64]",sgd,"{'clf__batch_size': 64, 'clf__epochs': 10, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd'}",0.7276422764227642,0.7063008130081301,0.6463414634146342,0.5284552845528455,0.6463414634146342,0.6510162601626017,0.06927168013397333,32,0.6920797499720205,0.6490024952474645,0.6294288214701321,0.48065970613567854,0.5781006007512437,0.6058542747153078,0.07252076556873356,32
2.214394187927246,0.0656231727860206,0.20693583488464357,0.009683100960549194,64,20,"[64, 32]",adam,"{'clf__batch_size': 64, 'clf__epochs': 20, 'clf__layers': [64, 32], 'clf__optimizer': 'adam'}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.91022047996521,0.03293177583588057,0.2033376693725586,0.005134335369078769,64,20,"[64, 32]",sgd,"{'clf__batch_size': 64, 'clf__epochs': 20, 'clf__layers': [64, 32], 'clf__optimizer': 'sgd'}",0.75,0.6646341463414634,0.6808943089430894,0.6463414634146342,0.7713414634146342,0.7026422764227643,0.049091151673009835,29,0.6875521766355676,0.5988392155152026,0.6297795127337089,0.5696429544896859,0.7102375270179808,0.6392102772784292,0.052801863199704875,30
2.3972243309020995,0.03621180241197975,0.20533413887023927,0.002860512319932118,64,20,"[128, 64]",adam,"{'clf__batch_size': 64, 'clf__epochs': 20, 'clf__layers': [128, 64], 'clf__optimizer': 'adam'}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
2.239570426940918,0.1455795301217052,0.2128298759460449,0.007254513303358505,64,20,"[128, 64]",sgd,"{'clf__batch_size': 64, 'clf__epochs': 20, 'clf__layers': [128, 64], 'clf__optimizer': 'sgd'}",0.9359756097560976,0.9959349593495935,0.9603658536585366,0.9979674796747967,0.9867886178861789,0.9754065040650406,0.02383687983996626,25,0.9244859284004816,0.9959417344173441,0.9543161536594242,0.9979543059319481,0.9865470594235316,0.971849036366546,0.028385352041007648,25
