mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__algorithm,param_clf__n_neighbors,param_clf__p,param_clf__weights,param_preproc__k,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.01875476837158203,0.0008313730092943792,0.059245967864990236,0.0024376591811477244,auto,3,2,uniform,80,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 80}",0.7571138211382114,0.7510162601626016,0.7439024390243902,0.7357723577235772,0.7591463414634146,0.749390243902439,0.008637613561331628,195,0.7442247113132433,0.7324995675650714,0.7255692088117813,0.7280486546914594,0.7414857001820815,0.7343655685127274,0.007330215215125833,195
0.019208478927612304,0.000861161325435893,0.06132850646972656,0.0028175113122962956,auto,3,2,uniform,90,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 90}",0.8363821138211383,0.8485772357723578,0.834349593495935,0.8628048780487805,0.8485772357723578,0.8461382113821138,0.010235510822775743,189,0.8133794438497505,0.8374273390052861,0.8198355558392518,0.8619405593315707,0.8278478588221354,0.8320861513695987,0.016957565160828122,189
0.01953291893005371,0.0016480223293996869,0.05862307548522949,0.0009910337939351478,auto,3,2,uniform,100,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 100}",0.9227642276422764,0.9186991869918699,0.8902439024390244,0.8800813008130082,0.8963414634146342,0.9016260162601626,0.01649224615861851,133,0.9153577691305212,0.9021311521311521,0.8755151522660437,0.8700970532590506,0.874217035267503,0.8874636324108541,0.017961378472521727,133
0.018766355514526368,0.0007668988099686465,0.0615440845489502,0.001766769208811456,auto,3,2,uniform,110,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 110}",0.948170731707317,0.9451219512195121,0.9441056910569106,0.9512195121951219,0.9715447154471545,0.9520325203252031,0.010068671606911266,55,0.9401152623375113,0.9317882610565537,0.932648210884181,0.9400192541447473,0.9644832436566247,0.9418108464159237,0.01187037077809,55
0.01916079521179199,0.0009855959154656012,0.06245355606079102,0.0010303501507300293,auto,3,2,uniform,120,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9939024390243902,0.9973577235772358,0.001884881808027594,39,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.993934956667726,0.9973447688687234,0.0018736511014032695,39
0.018329715728759764,0.0008499522041381688,0.044846725463867185,0.0008175062536336286,auto,3,2,distance,80,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 80}",0.7571138211382114,0.7510162601626016,0.7439024390243902,0.7357723577235772,0.7591463414634146,0.749390243902439,0.008637613561331628,195,0.7442247113132433,0.7324995675650714,0.7255692088117813,0.7280486546914594,0.7414857001820815,0.7343655685127274,0.007330215215125833,195
0.018001604080200195,0.0010572680145791212,0.04564404487609863,0.0022929527721091913,auto,3,2,distance,90,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 90}",0.8363821138211383,0.8485772357723578,0.834349593495935,0.8628048780487805,0.8485772357723578,0.8461382113821138,0.010235510822775743,189,0.8133794438497505,0.8374273390052861,0.8198355558392518,0.8619405593315707,0.8278478588221354,0.8320861513695987,0.016957565160828122,189
0.018113994598388673,0.0005417135938985848,0.046545791625976565,0.0014069369708590868,auto,3,2,distance,100,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 100}",0.9227642276422764,0.9186991869918699,0.8902439024390244,0.8800813008130082,0.8963414634146342,0.9016260162601626,0.01649224615861851,133,0.9153577691305212,0.9021311521311521,0.8755151522660437,0.8700970532590506,0.874217035267503,0.8874636324108541,0.017961378472521727,133
0.018131351470947264,0.00021439325118397865,0.046711301803588866,0.0013631976982593401,auto,3,2,distance,110,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 110}",0.948170731707317,0.9451219512195121,0.9441056910569106,0.9512195121951219,0.9715447154471545,0.9520325203252031,0.010068671606911266,55,0.9401152623375113,0.9317882610565537,0.932648210884181,0.9400192541447473,0.9644832436566247,0.9418108464159237,0.01187037077809,55
0.018904781341552733,0.0008009608431427838,0.046705436706542966,0.0012817799275450024,auto,3,2,distance,120,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9989837398373984,0.9983739837398374,0.0008130081300813218,1,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.998983298560732,0.9983544372473245,0.0008382900906888609,1
0.019541215896606446,0.0008164809071880293,0.1378620147705078,0.005199503839967905,auto,5,1,uniform,80,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 80}",0.7611788617886179,0.7367886178861789,0.7367886178861789,0.741869918699187,0.7591463414634146,0.7471544715447155,0.010801081508606857,231,0.7454103415468672,0.7282764624937302,0.7234257347412365,0.7270880686305757,0.7414857001820815,0.7331372615188982,0.00865862316540351,229
0.018382453918457033,0.0007144709827913591,0.15008969306945802,0.003714156996163558,auto,5,1,uniform,90,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 90}",0.8465447154471545,0.8475609756097561,0.8384146341463414,0.8861788617886179,0.8902439024390244,0.8617886178861788,0.0218436842075251,177,0.8370883960055239,0.8452395325000603,0.8218715615804291,0.8837311290529412,0.8851061799945221,0.8546073598266954,0.02547420159527075,179
0.02119894027709961,0.0029950564361287007,0.1793813705444336,0.008537607773363322,auto,5,1,uniform,100,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8932926829268293,0.9105691056910569,0.9227642276422764,0.9117886178861788,0.010858301129425253,103,0.9153577691305212,0.8956005058571495,0.8773383897672283,0.8974976290958953,0.9109028949384539,0.8993394377578496,0.013354538296199753,103
0.020219039916992188,0.0020261023592802745,0.17707881927490235,0.0062144503526377565,auto,5,1,uniform,110,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 110}",0.9522357723577236,0.9400406504065041,0.9441056910569106,0.9441056910569106,0.9715447154471545,0.9504065040650407,0.011287352338955144,89,0.9443794564519263,0.9272288948356021,0.932648210884181,0.9341690924173236,0.9644832436566247,0.9405817796491316,0.013176235687969114,89
0.020211076736450194,0.0006992180587553941,0.1887765884399414,0.0033851913100724287,auto,5,1,uniform,120,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,13,0.997932528928464,0.9968888137708668,0.9989824113927414,0.9989833638624955,0.9979639448568399,0.9981502125622816,0.0007822921086105916,33
0.018609619140625,0.0013519516107673483,0.12216243743896485,0.004022688491025598,auto,5,1,distance,80,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 80}",0.7611788617886179,0.7367886178861789,0.7367886178861789,0.7459349593495935,0.7591463414634146,0.7479674796747968,0.010522096833776248,223,0.7454103415468672,0.7282764624937302,0.7234257347412365,0.731136276814521,0.7414857001820815,0.7339469031556873,0.00823398303239956,223
0.018633413314819335,0.0005812029888165758,0.1337048053741455,0.0036732677235194497,auto,5,1,distance,90,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 90}",0.850609756097561,0.8475609756097561,0.8384146341463414,0.8861788617886179,0.8902439024390244,0.8626016260162602,0.02133081422267347,175,0.841241781999611,0.8452395325000603,0.8218715615804291,0.8837311290529412,0.8851061799945221,0.8554380370255128,0.024951750194419763,177
0.01884160041809082,0.00042472538001367177,0.15117840766906737,0.004723952227750666,auto,5,1,distance,100,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8932926829268293,0.9105691056910569,0.9227642276422764,0.9117886178861788,0.010858301129425253,103,0.9153577691305212,0.8956005058571495,0.8773383897672283,0.8974976290958953,0.9109028949384539,0.8993394377578496,0.013354538296199753,103
0.020409488677978517,0.0008388793751301855,0.16805486679077147,0.006650981621133409,auto,5,1,distance,110,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 110}",0.9563008130081301,0.9400406504065041,0.9441056910569106,0.9441056910569106,0.9715447154471545,0.9512195121951221,0.011533545495212285,79,0.9466850966958287,0.9272288948356021,0.932648210884181,0.9341690924173236,0.9644832436566247,0.9410429076979121,0.013340396313541154,81
0.01943178176879883,0.0004817806388226901,0.17442708015441893,0.006302685012558996,auto,5,1,distance,120,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,13,0.997932528928464,0.9968888137708668,0.9989824113927414,0.9989833638624955,0.9979639448568399,0.9981502125622816,0.0007822921086105916,33
0.019037151336669923,0.0009042356283206609,0.060404062271118164,0.003038957356389808,auto,5,2,uniform,80,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 80}",0.7611788617886179,0.7367886178861789,0.7367886178861789,0.741869918699187,0.7591463414634146,0.7471544715447155,0.010801081508606857,231,0.7454103415468672,0.7282764624937302,0.7234257347412365,0.7270880686305757,0.7414857001820815,0.7331372615188982,0.00865862316540351,229
0.018925952911376952,0.0008404537615519121,0.062094831466674806,0.0027402315700222495,auto,5,2,uniform,90,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 90}",0.8465447154471545,0.8475609756097561,0.8384146341463414,0.8861788617886179,0.8902439024390244,0.8617886178861788,0.0218436842075251,177,0.8370883960055239,0.8452395325000603,0.8218715615804291,0.8837311290529412,0.8851061799945221,0.8546073598266954,0.02547420159527075,179
0.019028663635253906,0.0011499438065907994,0.06541571617126465,0.0035839372253552576,auto,5,2,uniform,100,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8932926829268293,0.9105691056910569,0.9227642276422764,0.9117886178861788,0.010858301129425253,103,0.9153577691305212,0.8956005058571495,0.8773383897672283,0.8974976290958953,0.9109028949384539,0.8993394377578496,0.013354538296199753,103
0.018972110748291016,0.0008436010427732874,0.06563162803649902,0.0030979766208206537,auto,5,2,uniform,110,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 110}",0.9522357723577236,0.9400406504065041,0.9441056910569106,0.9441056910569106,0.9715447154471545,0.9504065040650407,0.011287352338955144,89,0.9443794564519263,0.9272288948356021,0.932648210884181,0.9341690924173236,0.9644832436566247,0.9405817796491316,0.013176235687969114,89
0.01899714469909668,0.0008928302999388378,0.06759042739868164,0.001900329126895461,auto,5,2,uniform,120,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,13,0.997932528928464,0.9968888137708668,0.9989824113927414,0.9989833638624955,0.9979639448568399,0.9981502125622816,0.0007822921086105916,33
0.018799257278442384,0.0004543224369243459,0.04597992897033691,0.0027831303501757864,auto,5,2,distance,80,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 80}",0.7611788617886179,0.7367886178861789,0.7367886178861789,0.7459349593495935,0.7591463414634146,0.7479674796747968,0.010522096833776248,223,0.7454103415468672,0.7282764624937302,0.7234257347412365,0.731136276814521,0.7414857001820815,0.7339469031556873,0.00823398303239956,223
0.0186215877532959,0.0013353156303092214,0.04735107421875,0.002047445694230336,auto,5,2,distance,90,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 90}",0.850609756097561,0.8475609756097561,0.8384146341463414,0.8861788617886179,0.8902439024390244,0.8626016260162602,0.02133081422267347,175,0.841241781999611,0.8452395325000603,0.8218715615804291,0.8837311290529412,0.8851061799945221,0.8554380370255128,0.024951750194419763,177
0.019426727294921876,0.0008158723155539194,0.04981350898742676,0.0032737616898233005,auto,5,2,distance,100,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 100}",0.9227642276422764,0.9095528455284553,0.8932926829268293,0.9105691056910569,0.9227642276422764,0.9117886178861788,0.010858301129425253,103,0.9153577691305212,0.8956005058571495,0.8773383897672283,0.8974976290958953,0.9109028949384539,0.8993394377578496,0.013354538296199753,103
0.018229055404663085,0.0007930490701277531,0.050742149353027344,0.003449272983447767,auto,5,2,distance,110,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 110}",0.9563008130081301,0.9400406504065041,0.9441056910569106,0.9441056910569106,0.9715447154471545,0.9512195121951221,0.011533545495212285,79,0.9466850966958287,0.9272288948356021,0.932648210884181,0.9341690924173236,0.9644832436566247,0.9410429076979121,0.013340396313541154,81
0.019204473495483397,0.0007531731684404031,0.05066823959350586,0.002233465006618067,auto,5,2,distance,120,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 2, 'clf__weights': 'distance', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,13,0.997932528928464,0.9968888137708668,0.9989824113927414,0.9989833638624955,0.9979639448568399,0.9981502125622816,0.0007822921086105916,33
0.019826793670654298,0.0007380394374966141,0.1437986373901367,0.004368550643276112,auto,10,1,uniform,80,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 80}",0.7611788617886179,0.7479674796747967,0.733739837398374,0.7408536585365854,0.7560975609756098,0.7479674796747968,0.009936509399658802,223,0.7454103415468672,0.7314048533262697,0.7217538228608275,0.7265675451326579,0.7405233526285868,0.7331319830990418,0.008728433801874809,231
0.019312047958374025,0.0010815756354366187,0.15174317359924316,0.007346167318934091,auto,10,1,uniform,90,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 90}",0.8648373983739838,0.8577235772357723,0.8333333333333334,0.8861788617886179,0.8871951219512195,0.8658536585365855,0.019966344211776937,161,0.8554595718857059,0.8582731763379903,0.8191457502721367,0.8837311290529412,0.8835091997390054,0.8600237654575558,0.023700266929966456,163
0.018810606002807616,0.0006718286061181745,0.16698050498962402,0.0031991316602925576,auto,10,1,uniform,100,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 100}",0.9207317073170732,0.9136178861788617,0.8932926829268293,0.9105691056910569,0.9227642276422764,0.9121951219512194,0.010455139146025754,101,0.9140610027691926,0.8983136105352436,0.8773383897672283,0.897679805872291,0.9106228198429415,0.8996031257573793,0.012896079582785703,101
0.018419837951660155,0.0005219901894019691,0.17687153816223145,0.0027210667289342813,auto,10,1,uniform,110,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 110}",0.9522357723577236,0.9400406504065041,0.9522357723577236,0.9441056910569106,0.9613821138211383,0.95,0.00739569325148792,91,0.9443794564519263,0.9272288948356021,0.9401036550959199,0.9341690924173236,0.9559209162469563,0.9403604030095456,0.009686249181671946,91
0.01943068504333496,0.0013315388369854596,0.18678669929504393,0.0009070453452102575,auto,10,1,uniform,120,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'uniform', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9989837398373984,0.9983739837398374,0.0008130081300813218,1,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.998983298560732,0.9983544372473245,0.0008382900906888609,1
0.018567705154418947,0.001075280379752425,0.12321248054504394,0.0023645007569545614,auto,10,1,distance,80,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 80}",0.7611788617886179,0.7479674796747967,0.7367886178861789,0.7459349593495935,0.7560975609756098,0.7495934959349594,0.008444137430016667,193,0.7454103415468672,0.7314048533262697,0.7234257347412365,0.731136276814521,0.7405233526285868,0.7343801118114962,0.007730179574767676,193
0.018018722534179688,0.0008718110014470674,0.13400883674621583,0.002100935511498313,auto,10,1,distance,90,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 90}",0.8739837398373984,0.8617886178861789,0.8384146341463414,0.8861788617886179,0.8902439024390244,0.8701219512195122,0.01872126656856824,145,0.8623234773541738,0.8604186144590382,0.8218715615804291,0.8837311290529412,0.8851061799945221,0.8626901924882209,0.02287641879019519,145
0.019272851943969726,0.001201945344762691,0.14909944534301758,0.003085071305084677,auto,10,1,distance,100,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 100}",0.9227642276422764,0.9136178861788617,0.8932926829268293,0.9105691056910569,0.9227642276422764,0.91260162601626,0.010812549657130379,97,0.9153577691305212,0.8983136105352436,0.8773383897672283,0.897679805872291,0.9106228198429415,0.899862479029645,0.013193836459155494,97
0.01870112419128418,0.0010973043303152358,0.1622483253479004,0.0039242641804408465,auto,10,1,distance,110,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 110}",0.9563008130081301,0.9400406504065041,0.9522357723577236,0.9441056910569106,0.9715447154471545,0.9528455284552846,0.010975609756097562,53,0.9466850966958287,0.9272288948356021,0.9401036550959199,0.9341690924173236,0.9644832436566247,0.9425339965402598,0.012721048700392005,53
0.018941259384155272,0.0006656030432363804,0.17148685455322266,0.005215647347471101,auto,10,1,distance,120,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 1, 'clf__weights': 'distance', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9979674796747967,0.9981707317073172,0.0007604994688565126,13,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.9979639448568399,0.9981505665065462,0.0007826688624870652,13
0.019186639785766603,0.000726133874596245,0.06002540588378906,0.0028201582446184576,auto,10,2,uniform,80,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 80}",0.7611788617886179,0.7479674796747967,0.733739837398374,0.7408536585365854,0.7560975609756098,0.7479674796747968,0.009936509399658802,223,0.7454103415468672,0.7314048533262697,0.7217538228608275,0.7265675451326579,0.7405233526285868,0.7331319830990418,0.008728433801874809,231
0.01866116523742676,0.0010515918254815095,0.06304302215576171,0.0028819746862365193,auto,10,2,uniform,90,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 90}",0.8648373983739838,0.8577235772357723,0.8333333333333334,0.8861788617886179,0.8871951219512195,0.8658536585365855,0.019966344211776937,161,0.8554595718857059,0.8582731763379903,0.8191457502721367,0.8837311290529412,0.8835091997390054,0.8600237654575558,0.023700266929966456,163
0.018154191970825195,0.0006958616413355552,0.06403326988220215,0.0015911404145070318,auto,10,2,uniform,100,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 100}",0.9207317073170732,0.9136178861788617,0.8932926829268293,0.9105691056910569,0.9227642276422764,0.9121951219512194,0.010455139146025754,101,0.9140610027691926,0.8983136105352436,0.8773383897672283,0.897679805872291,0.9106228198429415,0.8996031257573793,0.012896079582785703,101
0.01811819076538086,0.000736216457739484,0.06452202796936035,0.003242688429056537,auto,10,2,uniform,110,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 110}",0.9522357723577236,0.9400406504065041,0.9522357723577236,0.9441056910569106,0.9613821138211383,0.95,0.00739569325148792,91,0.9443794564519263,0.9272288948356021,0.9401036550959199,0.9341690924173236,0.9559209162469563,0.9403604030095456,0.009686249181671946,91
0.018520021438598634,0.0004792592664678554,0.06582365036010743,0.0020811587164424675,auto,10,2,uniform,120,"{'clf__algorithm': 'auto', 'clf__n_neighbors': 10, 'clf__p': 2, 'clf__weights': 'uniform', 'preproc__k': 120}",0.9979674796747967,0.9969512195121951,0.9989837398373984,0.9989837398373984,0.9989837398373984,0.9983739837398374,0.0008130081300813218,1,0.997932528928464,0.9968888137708668,0.9989841811140647,0.9989833638624955,0.998983298560732,0.9983544372473245,0.0008382900906888609,1
