mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_preproc__k,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.1422731876373291,0.004443204581886398,0.011448478698730469,0.00041047317481863403,5,sqrt,1,2,100,80,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.7357723577235772,0.7357723577235772,0.7479674796747967,0.7418699186991871,0.007243304748457512,808,0.7432440833251454,0.7282764624937302,0.7231663393392203,0.7280486546914594,0.7385028639607486,0.7322476807620608,0.0074286114811998455,812
0.14041061401367189,0.0022106166457800344,0.011398077011108398,0.00072085828017804,5,sqrt,1,2,100,90,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'preproc__k': 90}",0.8434959349593496,0.8373983739837398,0.8191056910569106,0.8252032520325203,0.8861788617886179,0.8422764227642275,0.023584243421724067,701,0.8373409208194255,0.8325234301593133,0.812546618649756,0.8212099835235417,0.883343547055256,0.8373929000414584,0.024553618412693417,695
0.1485933780670166,0.006145116908234814,0.01148676872253418,0.0006153596736150351,5,sqrt,1,2,100,100,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'preproc__k': 100}",0.883130081300813,0.9014227642276422,0.883130081300813,0.7987804878048781,0.9166666666666666,0.8766260162601627,0.040896612131879846,512,0.8763772922853117,0.8907818864878294,0.8702377430975894,0.7902039234012225,0.9069538313730788,0.8669109353290064,0.04039282380736901,509
0.146592378616333,0.007999818779555603,0.011788892745971679,0.0007628051729050342,5,sqrt,1,2,100,110,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'preproc__k': 110}",0.948170731707317,0.9197154471544715,0.8871951219512195,0.9054878048780488,0.9095528455284553,0.9140243902439023,0.020055116070803243,323,0.9401152623375113,0.9129649182609131,0.8738568359981089,0.8956662525798192,0.901322700494977,0.9047851939342658,0.02175697083836784,323
0.16030983924865722,0.008807315189544692,0.0120025634765625,1.5082382680927305e-05,5,sqrt,1,2,100,120,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 100, 'preproc__k': 120}",0.9288617886178862,0.9298780487804879,0.9623983739837398,0.9786585365853658,0.9888211382113821,0.9577235772357724,0.02463964627754752,150,0.919164972899729,0.9126516631217417,0.9558383203219856,0.980252893035868,0.9892369524399132,0.9514289603638474,0.031062354975863852,150
0.03599252700805664,0.0025486202184527413,0.008803653717041015,0.00040265072120792704,5,sqrt,1,5,10,80,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 10, 'preproc__k': 80}",0.5721544715447154,0.5650406504065041,0.5355691056910569,0.5640243902439024,0.5721544715447154,0.5617886178861788,0.013549457977641443,1065,0.5646476626303627,0.5542966471776667,0.5131841798525529,0.556880336567943,0.5595388228814607,0.5497095298219972,0.018581313835474348,1065
0.03559064865112305,0.004152356269139838,0.008212041854858399,0.0014644912827152033,5,sqrt,1,5,10,90,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 10, 'preproc__k': 90}",0.6117886178861789,0.6504065040650406,0.4298780487804878,0.6148373983739838,0.6839430894308943,0.5981707317073172,0.08817156570203086,1043,0.6013778114634488,0.6413669802988485,0.397861580112691,0.6114905486135419,0.6771992235452096,0.5858592288067479,0.09763709540101656,1043
0.04232034683227539,0.005987097314650913,0.00919642448425293,0.00040404544421999495,5,sqrt,1,5,10,100,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 10, 'preproc__k': 100}",0.6727642276422764,0.6371951219512195,0.5497967479674797,0.5548780487804879,0.5619918699186992,0.5953252032520326,0.05013943806414856,1045,0.6670045192837409,0.6179220722329318,0.5310704512207559,0.5456680261517772,0.5569731932870605,0.5837276524352533,0.05107134612342787,1044
0.042325735092163086,0.0032420755391516,0.011000967025756836,0.0027567833813570094,5,sqrt,1,5,10,110,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 10, 'preproc__k': 110}",0.5213414634146342,0.5863821138211383,0.5772357723577236,0.5609756097560976,0.6707317073170732,0.5833333333333334,0.04904653061509807,1054,0.4965557696395476,0.5788489243981193,0.5731166245591341,0.5523560142465092,0.6467334617992316,0.5695221589285084,0.04833273118167632,1055
0.03786940574645996,0.0014514702094722775,0.009009647369384765,0.0007040079806985361,5,sqrt,1,5,10,120,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 10, 'preproc__k': 120}",0.5873983739837398,0.6544715447154471,0.5762195121951219,0.5904471544715447,0.6432926829268293,0.6103658536585366,0.03199912625219982,1032,0.5756336509022324,0.646071379667295,0.5474804979315162,0.5742901218112203,0.6288616786894862,0.5944674658003499,0.03692028913816722,1033
0.08506112098693848,0.0032395500595905867,0.010128116607666016,0.00019185847488221788,5,sqrt,1,5,50,80,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 50, 'preproc__k': 80}",0.7144308943089431,0.7103658536585366,0.7317073170731707,0.7347560975609756,0.7479674796747967,0.7278455284552845,0.013806185120115185,944,0.7061780712056794,0.7000964720552381,0.7203798785140497,0.7275223264450656,0.7385028639607486,0.7185359224361563,0.013968279795737016,944
0.091326904296875,0.005277283531188731,0.010942411422729493,0.00012053132363145002,5,sqrt,1,5,50,90,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 50, 'preproc__k': 90}",0.7540650406504065,0.8262195121951219,0.7733739837398373,0.8302845528455285,0.8577235772357723,0.8083333333333332,0.03849252223435342,754,0.7498707857189874,0.8276099123393358,0.764380428831368,0.8252685439130513,0.8543516969177766,0.8042962735441039,0.040110636174345425,750
0.09732112884521485,0.0045461581556998825,0.010123634338378906,0.0011049195539916358,5,sqrt,1,5,50,100,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 50, 'preproc__k': 100}",0.8861788617886179,0.8658536585365854,0.823170731707317,0.8241869918699187,0.8516260162601627,0.8502032520325203,0.02428500330283554,676,0.8831460081465164,0.8550287249418191,0.8135068265236562,0.8077179417793892,0.842683464743772,0.8404165932270307,0.02770484921312405,682
0.09864616394042969,0.002536158115051852,0.01060481071472168,0.0010181761197857971,5,sqrt,1,5,50,110,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 50, 'preproc__k': 110}",0.9308943089430894,0.8404471544715447,0.8160569105691057,0.8628048780487805,0.7997967479674797,0.85,0.04576376473514633,678,0.9276048475038028,0.8276356694248221,0.8094934059790907,0.8545574532273132,0.7797248057820132,0.8398032363834084,0.050205503997810375,689
0.10089192390441895,0.0061951930298234596,0.011212921142578125,0.0007798490679629933,5,sqrt,1,5,50,120,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 50, 'preproc__k': 120}",0.9623983739837398,0.8892276422764228,0.8821138211382114,0.8628048780487805,0.9298780487804879,0.9052845528455284,0.03596125293430322,405,0.9580916043186813,0.8759757960702801,0.868337362750859,0.8429796150628736,0.9247294140687652,0.8940227584542917,0.04156573252194532,434
0.15710101127624512,0.004664484713667672,0.012849092483520508,0.0004417065137200897,5,sqrt,1,5,100,80,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 100, 'preproc__k': 80}",0.7530487804878049,0.7367886178861789,0.709349593495935,0.7042682926829268,0.7479674796747967,0.7302845528455284,0.019941500140505754,940,0.7432440833251454,0.7282764624937302,0.6960288701420286,0.6953280856705586,0.7385028639607486,0.7202760731184423,0.02065952834553482,938
0.18126440048217773,0.011454473131033741,0.015820741653442383,0.0022979311482791273,5,sqrt,1,5,100,90,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 100, 'preproc__k': 90}",0.8384146341463414,0.8119918699186992,0.7997967479674797,0.8272357723577236,0.8861788617886179,0.8327235772357724,0.02977902399914625,722,0.8343688403340312,0.8049004297977752,0.7891993691926559,0.8228756502459675,0.883343547055256,0.8269375673251371,0.032134606164979276,719
0.15788426399230956,0.008546780237014075,0.013250589370727539,0.002124135548651462,5,sqrt,1,5,100,100,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 100, 'preproc__k': 100}",0.9186991869918699,0.8922764227642277,0.8739837398373984,0.8556910569105691,0.9146341463414634,0.8910569105691059,0.02393200980412199,482,0.9133648425776917,0.8826726043662179,0.8649634109333842,0.8491773383494161,0.9057973397705374,0.8831951071994494,0.024128614570562486,478
0.15027694702148436,0.005066584431858176,0.011613941192626953,0.00046801042626697976,5,sqrt,1,5,100,110,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 100, 'preproc__k': 110}",0.9136178861788617,0.9044715447154471,0.8790650406504065,0.8760162601626016,0.9115853658536586,0.896951219512195,0.016165885223697714,464,0.9076445358592885,0.8926559512598582,0.8688067641345809,0.8618638423547261,0.9024268258747208,0.8866795838966348,0.018212526030700123,467
0.15202631950378417,0.005299522325651369,0.01238698959350586,0.0010186443030306854,5,sqrt,1,5,100,120,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__n_estimators': 100, 'preproc__k': 120}",0.9644308943089431,0.9034552845528455,0.9126016260162602,0.9563008130081301,0.9888211382113821,0.945121951219512,0.03225245367505143,250,0.9590956576782343,0.8864054458960046,0.8946406522679483,0.9503015904034225,0.9894371442107879,0.9359760980912796,0.03940478615130576,254
0.03201031684875488,0.0014533727498204335,0.00747222900390625,0.00067411937125581,5,sqrt,1,10,10,80,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 10, 'preproc__k': 80}",0.6361788617886179,0.5985772357723578,0.5701219512195121,0.5589430894308943,0.5,0.5727642276422764,0.04512286675991994,1059,0.62291866937538,0.5912769697454602,0.5552840655919458,0.5515831593906502,0.48049610438744617,0.5603117936981765,0.047645512646275145,1060
0.03674993515014648,0.0030119536829228922,0.008216953277587891,0.0007490184521367378,5,sqrt,1,10,10,90,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 10, 'preproc__k': 90}",0.6422764227642277,0.6046747967479674,0.5873983739837398,0.5589430894308943,0.6829268292682927,0.6152439024390245,0.04328647995563475,1024,0.6334665179294907,0.5864202888478037,0.578075583478542,0.5351962690096216,0.6593603247537051,0.5985037968038327,0.04358227851369395,1027
0.03441367149353027,0.000513452078894114,0.007499265670776367,0.00043474766981880234,5,sqrt,1,10,10,100,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 10, 'preproc__k': 100}",0.5904471544715447,0.5752032520325203,0.5213414634146342,0.6676829268292683,0.7367886178861789,0.6182926829268293,0.07551462675440324,1022,0.5820695545051486,0.5653398569376105,0.5150085133953145,0.660885676976149,0.7308333873431024,0.610827397831465,0.07613758253784231,1018
0.0344207763671875,0.001373199382016298,0.007342481613159179,0.0005531736390431876,5,sqrt,1,10,10,110,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 10, 'preproc__k': 110}",0.5558943089430894,0.641260162601626,0.5213414634146342,0.5640243902439024,0.6453252032520326,0.585569105691057,0.04927929255509509,1052,0.5489338985583225,0.6279177307123908,0.5104355192557866,0.5563051555412982,0.6318467593424638,0.5750878126820524,0.04739053226885352,1052
0.03972916603088379,0.006148610337948176,0.008495283126831055,0.0009988065115137039,5,sqrt,1,10,10,120,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 10, 'preproc__k': 120}",0.7306910569105691,0.6107723577235772,0.6788617886178862,0.5975609756097561,0.7449186991869918,0.672560975609756,0.060161914959825605,1000,0.7103685217937794,0.589274872135761,0.6530889218795431,0.5875845252360209,0.7230838285348228,0.6526801339159854,0.057519497408016915,1001
0.08339996337890625,0.0027647113479142968,0.009020185470581055,0.0006332106360960314,5,sqrt,1,10,50,80,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'preproc__k': 80}",0.7245934959349594,0.7123983739837398,0.7296747967479674,0.7347560975609756,0.7195121951219512,0.7241869918699188,0.007782190942714076,950,0.7165947141682871,0.7011582635618145,0.7201255893863435,0.7275219197783339,0.7113664363771199,0.7153533846543798,0.008829329571682278,949
0.08461856842041016,0.002853045611280816,0.00938725471496582,0.0005091054368282371,5,sqrt,1,10,50,90,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'preproc__k': 90}",0.7540650406504065,0.7845528455284553,0.7652439024390244,0.8241869918699187,0.8099593495934959,0.7876016260162602,0.026352313834736508,767,0.7474897322195693,0.775321063060019,0.757500702424569,0.8212399216078383,0.8046912026284844,0.781248524388096,0.02788412060350692,765
0.08654232025146484,0.0037113499757751916,0.00982980728149414,0.0007320748658241721,5,sqrt,1,10,50,100,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'preproc__k': 100}",0.8739837398373984,0.8404471544715447,0.7865853658536586,0.834349593495935,0.8556910569105691,0.8382113821138212,0.029224504281041317,713,0.8655914093345703,0.8320680335179114,0.777764925452508,0.8195160666924086,0.8391304587346359,0.8268141787464067,0.028782143919582778,720
0.09391603469848633,0.009944621353561514,0.009800910949707031,0.0007526563768493102,5,sqrt,1,10,50,110,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'preproc__k': 110}",0.8628048780487805,0.8353658536585366,0.9237804878048781,0.8719512195121951,0.8546747967479674,0.8697154471544716,0.029603712611484582,521,0.8556492944911512,0.8301446702031837,0.9163531375613955,0.859650912924853,0.8429145317014811,0.8609425093764129,0.029575459211506935,520
0.09752001762390136,0.004012986055428744,0.010209369659423827,0.0003955914865465657,5,sqrt,1,10,50,120,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 50, 'preproc__k': 120}",0.9014227642276422,0.9227642276422764,0.9166666666666666,0.8902439024390244,0.959349593495935,0.9180894308943088,0.02357723577235773,317,0.897096551313226,0.907598120073146,0.906097446569645,0.8692801889951007,0.9523894843271206,0.9064923582556477,0.026761732287848294,320
0.15404911041259767,0.008286492688439838,0.012325000762939454,0.000645567521819246,5,sqrt,1,10,100,80,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'preproc__k': 80}",0.6869918699186992,0.7357723577235772,0.6544715447154471,0.7306910569105691,0.7144308943089431,0.704471544715447,0.030238820711283074,972,0.658149247122652,0.727750349712699,0.6291180145594004,0.725252064330791,0.7048121307891703,0.6890163613029425,0.0389960127349972,974
0.14461464881896974,0.0025727343169417768,0.01142578125,0.00047842273309258267,5,sqrt,1,10,100,90,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'preproc__k': 90}",0.842479674796748,0.8597560975609756,0.7977642276422764,0.8556910569105691,0.8373983739837398,0.8386178861788618,0.022016989696214864,712,0.836727935131941,0.8583860941338349,0.7885534585865922,0.854185609410753,0.8229088938623104,0.8321523982250862,0.02522266696714122,708
0.16508007049560547,0.012676648454018839,0.012456464767456054,0.001071576725473977,5,sqrt,1,10,100,100,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'preproc__k': 100}",0.9186991869918699,0.8790650406504065,0.8241869918699187,0.858739837398374,0.8882113821138211,0.873780487804878,0.03143120344398549,516,0.913491934529764,0.8701379500034343,0.8019524625662058,0.8509593367298195,0.8772826662873958,0.8627648700233239,0.03654006925902942,516
0.16914544105529786,0.013555434464222076,0.01591486930847168,0.002947603894838706,5,sqrt,1,10,100,110,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'preproc__k': 110}",0.8851626016260162,0.9054878048780488,0.9085365853658537,0.9054878048780488,0.9410569105691057,0.9091463414634147,0.01800358730713703,330,0.8763811572056476,0.8913028882541078,0.8888601997358812,0.8942807597465728,0.9345930226470366,0.8970836055178492,0.019720267638379262,332
0.15701446533203126,0.012155150426465148,0.01182870864868164,0.0004978923769439872,5,sqrt,1,10,100,120,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 10, 'clf__n_estimators': 100, 'preproc__k': 120}",0.9684959349593496,0.9573170731707317,0.9583333333333334,0.8963414634146342,0.991869918699187,0.9544715447154472,0.03161467600308163,151,0.9627621730477957,0.9488665410395999,0.9493023546927466,0.8860539533067247,0.9922585960306018,0.9478487236234937,0.034688298819708946,153
0.03253321647644043,0.002460400522790362,0.006798791885375977,0.0004016426415359813,5,sqrt,2,2,10,80,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 10, 'preproc__k': 80}",0.5609756097560976,0.5640243902439024,0.5396341463414634,0.5975609756097561,0.573170731707317,0.5670731707317074,0.018793945131002954,1062,0.5519766844305393,0.5532736768169441,0.5311215424148388,0.582759037525681,0.5627772669181414,0.5563816416212288,0.016755934725534525,1061
0.032728052139282225,0.0027955672525332887,0.007561969757080078,0.00040581871730974476,5,sqrt,2,2,10,90,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 10, 'preproc__k': 90}",0.5284552845528455,0.6107723577235772,0.6229674796747967,0.5660569105691057,0.568089430894309,0.5792682926829269,0.034010570184312,1056,0.5198603928210612,0.5958831167669199,0.603949658071807,0.5552155651724971,0.5586025872772995,0.5667022640219169,0.030432221219804,1056
0.03389797210693359,0.0027318594257422528,0.007352113723754883,0.0005063998272623932,5,sqrt,2,2,10,100,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 10, 'preproc__k': 100}",0.6524390243902439,0.6097560975609756,0.6422764227642277,0.551829268292683,0.6382113821138211,0.6189024390243902,0.036404249068679846,1021,0.6479870030677177,0.5932334188266719,0.636169984329922,0.5424117894265057,0.6250230409692457,0.6089650473240125,0.03794074606388212,1020
0.03321409225463867,0.0029720732125596977,0.008804607391357421,0.0025878019062179646,5,sqrt,2,2,10,110,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 10, 'preproc__k': 110}",0.6016260162601627,0.5975609756097561,0.5863821138211383,0.6199186991869918,0.6178861788617886,0.6046747967479675,0.012660497156420666,1034,0.5960127903329825,0.5799136888852187,0.5687636867880606,0.6116572615313843,0.6088517310313054,0.5930398317137903,0.016535357111370774,1034
0.033841848373413086,0.001117849666266878,0.007594060897827148,0.0007964617119913395,5,sqrt,2,2,10,120,"{'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 10, 'preproc__k': 120}",0.698170731707317,0.6504065040650406,0.5487804878048781,0.649390243902439,0.5782520325203252,0.625,0.054016880561088734,1017,0.6863309766183271,0.6327069936177495,0.5271212181819689,0.6079750544788783,0.5652404240433987,0.6038749333880645,0.05482856165445152,1021
